meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X5,6.799331602125549,6.608430236613272,6.502204296506216,6.443221341624335,6.410596679509279,6.392678107499879,6.382964508707405,6.377828713056814,6.3752470124717115,6.374090318904468,6.373728679925593,6.373810625989152,6.374140061587077,6.374607579094358,6.3751521366823045,6.375739677265319,6.376351199363527,6.376976101475625,6.377608468702843,6.378245000943956,6.378883856972506,6.379524009512472,6.380164885415436,6.3808061649045325,156.50516438356166,158.04432876712332,159.58349315068497,161.12265753424663,162.66182191780828,164.20098630136994,165.7401506849316,167.27931506849325,168.8184794520549,170.35764383561656,5567.37153424658,7046.508506849332,8227.537191780839,9957.068356164384,11044.208013698613
X7,1.3085669084567553,1.3187783993424131,1.3273846939865686,1.3346381213588683,1.3407513455535518,1.3459036009131606,1.3502459470214063,1.353905697636956,1.356990153420566,1.3595897478958352,1.3617806988803687,1.3636272431249785,1.365183519678572,1.3664951571973232,1.3676006117366362,1.3685322942487763,1.3693175208434107,1.3699793136718548,1.3705370759162474,1.3710071606737406,1.3714033504148875,1.371737261073525,1.3720186826157108,1.372255866072895,50.58469815483902,45.32039451334933,42.69439833799853,41.43056825516873,40.8700286293566,40.6725999851258,40.66264663453694,40.749487342814234,40.886303115270806,41.04892116391022,1330.2882892359553,1489.7183386631275,1615.6589943677354,1849.3102497262128,1963.6511663926763
X10,2.245022764077221,2.3968403014410895,2.5206550390413693,2.6216321034386385,2.703983911728278,2.7711458991464513,2.825919833655506,2.8705906961021754,2.907022001788266,2.936733539943096,2.9609647741220826,2.980726548378844,2.996843256215123,3.0099872314526253,3.0207067956960856,3.0294491324316124,3.036578941989307,3.042393655591268,3.0471358431629323,3.051003332519117,3.0541574620625314,3.0567298112690606,3.0588276897325963,3.0605386137535637,95.17628509145706,87.60107964427462,85.77856978953464,85.51593322652872,85.6762644091935,85.95128549316357,86.25740533961863,86.57195777706113,86.88879675535217,87.20625574107153,2777.33974272098,3067.7812959029484,3259.5066384020834,3668.5324234613554,3840.878697329572
X16,3.3143666087422026,3.4234034783662515,3.510532108973596,3.5801544146917044,3.635787854810264,3.680243142918028,3.7157662498215864,3.7441518745198827,3.766834116016947,3.784958926895674,3.799442009153313,3.811015077313033,3.8202628261172547,3.827652470485171,3.833557350152679,3.8382757915487415,3.8420461798481984,3.845059002671545,3.847466473903669,3.849390223846278,3.8509274442260306,3.8521557985165686,3.853137345653828,3.8539216753786345,121.36085064389309,116.89920811584145,115.0809488656773,114.51257184779116,114.535181996856,114.83723113823625,115.27140861470222,115.7680608975217,116.29425341049982,116.83441355697306,3742.361898756914,4255.451875791081,4623.888964716405,5300.585317957645,5635.308424879037
X18,2.495529862936048,2.5007865687134943,2.5050160346542873,2.508416677794315,2.511148589825445,2.5133409398469455,2.5150979472346706,2.5165037008176427,2.5176260472041183,2.518519728056046,2.5192289113816706,2.5197892338950205,2.520229448882405,2.520572755774414,2.52083787290376,2.52103990305403,2.5211910318229234,2.521301091092787,2.5213780136637047,2.521428200071705,2.521456814554007,2.5214680238469485,2.52146518985878,2.5214510251266447,65.47957541438025,66.08415082876049,66.68872624314072,67.29330165752096,67.89787707190119,68.50245248628143,69.10702790066166,69.7116033150419,70.31617872942213,70.92075414380237,2310.9944055325977,2891.9913787520036,3351.8878384340483,4035.2434873450293,4458.26084674988
X20,0.6252561626329288,0.8178376289399585,0.935201996779677,1.0068204515917811,1.0506169270750827,1.0774924913218973,1.0940770107192654,1.1044026707317474,1.110921786183121,1.1151258182295711,1.1179218512139548,1.1198615602514073,1.1212804658864686,1.1223826266904242,1.1232921480308675,1.1240845089340818,1.1248056146136707,1.1254833839331875,1.126134796727404,1.126770179877581,1.1273958140382727,1.1280155190095353,1.1286316179365676,1.1292455237214942,15.555929565146883,60.67045183134751,21.433971161096878,57.372056407787895,26.31371998705495,54.963350768933054,30.40056723463692,53.26128796649105,33.85764641027703,52.12048157818137,1439.0246886707287,1945.148497732301,2351.389328470391,2914.769745993341,3290.091565649534
X26,1.0875093828684101,1.1855161479214076,1.2587221732930096,1.313403318495687,1.354247328609589,1.3847557087102833,1.407543903448577,1.4245655157962802,1.4372797869460086,1.4467766952039756,1.4538703984448544,1.4591690308316043,1.4631268373843402,1.4660831158285763,1.4682913041579966,1.4699407075515418,1.4711727272657993,1.4720929827850124,1.4727803664452266,1.473293806773988,1.4736773203581144,1.473963785329739,1.4741777599667905,1.4743375880429483,33.44600996069636,33.401673945438695,33.35733793018103,33.31300191492337,33.268665899665706,33.22432988440804,33.17999386915038,33.13565785389272,33.091321838635054,33.04698582337739,1016.2100616867738,973.6031510241595,901.6291438045541,889.7637461719187,820.4942358830305
X30,4.7982714550126255,4.528580119627073,4.3075408105373585,4.12637675462503,3.9778944991847345,3.856198282627813,3.7564559324031817,3.6747069946810313,3.607705477234838,3.552790961338001,3.5077829649354464,3.4708943625852426,3.440660424349453,3.4158806559926163,3.395571131145746,3.378925422696586,3.365282582114959,3.3541008952733224,3.3449363726890153,3.337425120103624,3.331268889390836,3.3262232360649477,3.3220878131620717,3.3186984160947217,126.0651395253263,118.30857770860543,117.06101303004587,117.47182500851902,118.30516185191597,119.24615051296351,120.2145669417131,121.18997147765435,122.16715645896952,123.14479506608671,4015.08430262178,4939.016373840979,5674.37449781507,6788.024254976832,7463.736963430411
X31,0.26691306323945024,0.31721940846894586,0.35671170617834125,0.3877145860586524,0.41205296636627203,0.43115947383542214,0.4461587721886654,0.4579337630629978,0.46717755612753353,0.47443426750267526,0.48013104799250944,0.4846032264038661,0.4881140479597774,0.4908701696668522,0.4930338247382468,0.4947323721049885,0.49606579312722454,0.49711257678327986,0.49793433975559825,0.4985794533650506,0.49908589084534555,0.4994834625562652,0.4997955707067747,0.5000405868760317,11.176273972602742,11.268547945205482,11.360821917808222,11.453095890410962,11.545369863013702,11.637643835616442,11.729917808219183,11.822191780821923,11.914465753424663,12.006739726027403,389.3718904109591,478.04717808219243,547.0569863013709,652.5372602739741,715.9183561643854
X32,0.2315204418620397,0.3306602778438036,0.39287538974419944,0.4319184253761201,0.45641984608875763,0.47179568987808795,0.48144478635321375,0.48750006787544753,0.4913000541651512,0.4936847320284208,0.4951812344044889,0.4961203630792974,0.49670971240606887,0.4970795580281683,0.49731165430447255,0.4974573061068882,0.49754870976008214,0.4976060700376663,0.49764206642653663,0.49766465592690645,0.49767883194686224,0.49768772809500605,0.49769331086450297,0.4976968143263105,11.385378836326824,11.373129185621663,11.360879534916501,11.34862988421134,11.336380233506178,11.324130582801017,11.311880932095855,11.299631281390694,11.287381630685532,11.27513197998037,347.25065634823153,335.4787420205713,313.4484167214592,312.31465253711093,291.0315559310136
