1317,0.531
1318,0.531
1319,0.531
1320,0.531
1321,0.40700000000000003
1322,0.42100000000000004
1323,0.40399999999999997
1324,0.311
1325,0.292
1326,0.301
1327,0.327
1328,1.608
1329,0.807
1330,0.37
1331,0.3720000000000001
1332,0.26
1333,0.226
1334,0.25
1335,0.308
1336,0.214
1337,0.245
1338,0.341
1339,1.764
1340,0.647
1341,1.287
1342,0.9790000000000001
1343,0.409
1344,0.319
1345,0.33
1346,0.313
1347,0.257
1348,0.19399999999999998
1349,0.182
1350,0.153
1351,0.161
1352,0.17
1353,0.35100000000000003
1354,1.38
1355,1.996
1356,1.63
1357,1.7530000000000001
1358,1.6
1359,1.6780000000000002
1360,1.546
1361,1.182
1362,0.48700000000000004
1363,0.589
1364,1.431
1365,1.4869999999999999
1366,1.285
1367,0.956
1368,0.447
1369,0.354
1370,0.289
1371,0.20199999999999999
1372,0.174
1373,0.21600000000000005
1374,0.237
1375,0.276
1376,0.24600000000000002
1377,0.28600000000000003
1378,0.299
1379,0.7759999999999999
1380,1.103
1381,0.515
1382,0.597
1383,0.674
1384,1.206
1385,1.534
1386,2.2
1387,1.6
1388,2.138
1389,1.71
1390,1.18
1391,0.725
1392,0.932
1393,0.863
1394,0.716
1395,0.5660000000000001
1396,0.337
1397,0.214
1398,0.204
1399,1.177
1400,0.75
1401,0.6579999999999999
1402,0.6559999999999999
1403,0.485
1404,0.442
1405,0.28300000000000003
1406,0.185
1407,0.152
1408,0.141
1409,0.18899999999999997
1410,0.7140000000000001
1411,1.127
1412,1.319
1413,1.124
1414,0.889
1415,0.445
1416,0.281
1417,0.185
1418,0.147
1419,0.14800000000000002
1420,0.172
1421,0.14
1422,0.252
1423,0.3
1424,0.919
1425,0.171
1426,0.431
1427,0.39799999999999996
1428,0.4270000000000001
1429,0.727
1430,1.208
1431,0.8190000000000001
1432,0.43799999999999994
1433,0.41700000000000004
1434,0.457
1435,0.537
1436,0.6609999999999999
1437,0.5579999999999999
1438,0.585
1439,0.52
1440,0.19399999999999998
1441,0.33399999999999996
1442,0.28
1443,0.228
1444,0.24600000000000002
1445,0.233
1446,0.22699999999999998
1447,0.201
1448,0.434
1449,0.209
1450,0.22699999999999998
1451,0.207
1452,0.23600000000000002
1453,0.201
1454,0.195
1455,0.20600000000000002
1456,0.151
1457,0.131
1458,0.359
1459,1.446
1460,1.5330000000000001
1461,0.774
1462,0.6940000000000001
1463,0.64
1464,0.348
1465,0.53
1466,0.518
1467,0.263
1468,0.29100000000000004
1469,0.317
1470,0.441
1471,0.575
1472,0.774
1473,0.6579999999999999
1474,0.45299999999999996
1475,0.312
1476,0.243
1477,0.13
1478,0.146
1479,0.22
1480,0.19699999999999998
1481,0.33799999999999997
1482,0.759
1483,1.524
1484,1.61
1485,0.802
1486,0.6679999999999999
1487,0.534
1488,0.263
1489,0.597
1490,0.341
1491,0.317
1492,0.337
1493,0.315
1494,0.28800000000000003
1495,0.892
1496,1.1340000000000001
1497,0.426
1498,0.295
1499,0.248
1500,0.29
1501,0.265
1502,0.354
1503,0.322
1504,0.22
1505,0.18100000000000002
1506,0.247
1507,0.19399999999999998
1508,0.21600000000000005
1509,0.266
1510,0.273
1511,0.281
1512,0.109
1513,0.28600000000000003
1514,0.195
1515,0.311
1516,0.259
1517,0.27899999999999997
